commissioning_date,energy_source_level_1,energy_source_level_2,technology,electrical_capacity,dso,gsrn_id,postcode,municipality_code,municipality,address,address_number,utm_east,utm_north,lat,lon,hub_height,rotor_diameter,manufacturer,model,data_source
11/8/96,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,860,Hjørring,"Rønnovsholm Hgd., Vrejlev",1et,562179.7,6362732,57.4031,10.03481,31.5,29.2,Wind World,W 2920-250 ,Energistyrelsen
11/11/96,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,860,Hjørring,"Rønnovsholm Hgd., Vrejlev",1ex,562657.6,6362659,57.40238,10.04274,31.5,29.2,Wind World,W 2920-250 ,Energistyrelsen
11/11/96,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,860,Hjørring,"Rønnovsholm Hgd., Vrejlev",3er,562498.6,6362820,57.40385,10.04014,31.5,29.2,Wind World,W 2920-250 ,Energistyrelsen
11/14/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,376,Guldborgsund,"Alstrup By, Brarup",14k,677845.8,6086701,54.89564,11.77338,40,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
11/14/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,"Skove by, Junget",2d m.fl,507261.7,6288025,56.73617,9.1187,40,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
11/15/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,756,Ikast-Brande,Guldforhoved,1bø,518996.9,6220407,56.12835,9.30561,45,50,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
11/15/96,Renewable energy,Wind,Onshore,0.5,,5.71E+17,,370,Næstved,"Arløse By, Førslev",del 3af,661474.9,6127602,55.26839,11.54157,35,37.3,Nordtank,NTK 500/37-Nordtank,Energistyrelsen
11/15/96,Renewable energy,Wind,Onshore,0.5,,5.71E+17,,370,Næstved,"Arløse By, Førslev",del 4af,661480.4,6127478,55.26727,11.54159,35,37.5,Nordtank,NTK 500/37-Nordtank,Energistyrelsen
11/15/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,756,Ikast-Brande,"Rønkilde Gde, Bording",1h,518804.7,6220674,56.13076,9.30254,45,50,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
11/15/96,Renewable energy,Wind,Onshore,0.5,,5.71E+17,,370,Næstved,"Arløse By, Førslev",11a,661468.9,6127724,55.26948,11.54155,35,37,Nordtank,NTK 500/37-Nordtank,Energistyrelsen
11/15/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,756,Ikast-Brande,Rønkildegård,1m,519491.8,6220370,56.128,9.31357,45,50,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
11/18/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Stathove,1n,461007.6,6296209,56.80812,8.3614,46,44,BONUS,600   - MK lV,Energistyrelsen
11/18/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Stathove,1k,461242.7,6296167,56.80776,8.36526,46,44,BONUS,600   - MK lV,Energistyrelsen
11/18/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Stathove,1m,461481.4,6296349,56.80942,8.36914,46,44,BONUS,600   - MK lV,Energistyrelsen
11/19/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,"Sandager by, Dejbjerg",6d,461293.5,6207269,56.00912,8.37923,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
11/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,"Otting by, Otting",1f,494674.7,6277993,56.64607,8.91316,42,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
11/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,Oddense,4a,494642.9,6278530,56.6509,8.91263,42,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
11/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,"Otting by, Otting",1f,494664,6278172,56.64768,8.91298,42,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
11/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,"Otting by, Otting",1f,494652.8,6278351,56.64929,8.9128,42,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
11/21/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Gøttrup by,47ai,512919.7,6320703,57.02962,9.21285,35,31,Micon,M 750-400/100,Energistyrelsen
11/21/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Gøttrup by,47y,512374.2,6320630,57.02898,9.20386,35,31,Micon,M 750-400/100,Energistyrelsen
11/21/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Holme by Vust,11d,504879.2,6328992,57.10424,9.08054,36,31,Micon,M 750-400,Energistyrelsen
11/22/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Holme by Vust,11f,505170.4,6328923,57.10361,9.08535,36,31,Micon,M 750-400,Energistyrelsen
11/22/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Fjerritslev by Kollerup,7a,513272.9,6327790,57.09327,9.21904,36,31,Micon,M 750-400,Energistyrelsen
11/22/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Holme by Vust,11e,505024.9,6328958,57.10393,9.08295,36,31,Micon,M 750-400,Energistyrelsen
11/22/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Fjerritslev by Kollerup,7a,513269.5,6327976,57.09494,9.21899,35,31,Micon,M 750-400/100,Energistyrelsen
11/25/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Vust by,14p,505316.9,6328888,57.1033,9.08777,36,31,Micon,M 750-400,Energistyrelsen
11/25/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Vust by,14q,505462.5,6328854,57.10299,9.09017,36,31,Micon,M 750-400,Energistyrelsen
11/25/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,"Ll.Kastager, Horslunde",2a,642310.2,6090409,54.94032,11.22158,35,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
11/25/96,Renewable energy,Wind,Onshore,0.4,,5.71E+17,,849,Jammerbugt,Brøndum by Kollerup,1n,516397,6328814,57.10237,9.27066,35,31,Micon,M 750-400/100,Energistyrelsen
11/30/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,550,Tønder,Roost,17,500797.4,6107788,55.11679,9.0125,46,44,NEG Micon,NM 1500-750/175  ,Energistyrelsen
12/1/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,846,Mariagerfjord,Redsø by,7o,553141.4,6284189,56.69875,9.8678,44.5,43,Nordtank,NTK 600/43 ,Energistyrelsen
12/1/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,846,Mariagerfjord,Ø. Doense by,4ah,552998.3,6284696,56.70332,9.86557,44.5,43,Nordtank,NTK 600/43 ,Energistyrelsen
12/1/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,846,Mariagerfjord,Ø. Doense by,4ao,552865.3,6284726,56.7036,9.8634,44.5,43,Nordtank,NTK 600/43 ,Energistyrelsen
12/1/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,846,Mariagerfjord,Redsø by,7n,553343.9,6284201,56.69883,9.87111,44.5,43,Nordtank,NTK 600/43 ,Energistyrelsen
12/1/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,"Halby by, Stavning",4ao,460005.9,6206241,55.99978,8.35874,30,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
12/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Havervad,181,481930.2,6118532,55.21301,8.71601,46,43,NEG Micon,NM 1500-600,Energistyrelsen
12/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Havervad,68,482096.1,6118530,55.213,8.71862,46,43,NEG Micon,NM 1500-600,Energistyrelsen
12/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,580,Aabenraa,Vollerup Bjolderup,300,512751.9,6093527,54.98847,9.19929,40,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/3/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Havervad,178,482049.5,6118739,55.21487,8.71788,46,43,NEG Micon,NM 1500-600,Energistyrelsen
12/5/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,Rybjerg,5a,502264.8,6286267,56.72043,9.037,45,44,Vestas Wind Systems A/S,V 600,Energistyrelsen
12/5/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,787,Thisted,Bedsted,2a,461122.7,6296076,56.80694,8.36331,46,44,NEG Micon,NM 1500-750/175  ,Energistyrelsen
12/9/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,400,Bornholm,Bodilsker,38d,886209.6,6116073,55.0409,15.04752,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
12/9/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,400,Bornholm,Bodilsker,40a,886062.2,6115988,55.04026,15.04511,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
12/9/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,400,Bornholm,Bodilsker,4a,885914.7,6115902,55.03961,15.0427,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
12/12/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,787,Thisted,Kallerup,2be,474140.4,6308011,56.91506,8.57528,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
12/12/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,849,Jammerbugt,"Åby by,Åby",25c,546534.1,6333898,57.14598,9.76904,39,43,Micon,M 1500-600,Energistyrelsen
12/12/96,Renewable energy,Wind,Onshore,0.5,,5.71E+17,,851,Ålborg,Pederstrup,1m,556964.6,6312832,56.95558,9.93662,35,37.2,Nordtank,NTK 500/37/31,Energistyrelsen
12/12/96,Renewable energy,Wind,Onshore,0.5,,5.71E+17,,851,Ålborg,Pederstrup,1n,557053.3,6312785,56.95515,9.93807,35,37.2,Nordtank,NTK 500/37/31,Energistyrelsen
12/12/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,"Halby by, Stavning",13h,459848.3,6206382,56.00104,8.35619,30,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
12/12/96,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,580,Aabenraa,,,518443.1,6081951,54.88427,9.28749,18,13,Gaia-Wind Ltd,Gaia 11   T202,Energistyrelsen
12/13/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,561,Esbjerg,Kokspang by,3h,459780.8,6157203,55.55917,8.36236,45,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/13/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,561,Esbjerg,Kokspang by,3h,459608.1,6157247,55.55955,8.35962,45,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/16/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,Hgd. Grinderslev,1t,501992.1,6282944,56.69058,9.03252,45,42,Wind World,W 4200-600 ,Energistyrelsen
12/16/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,"Grinderslev, Rærup",7e,502871.2,6284404,56.70369,9.04689,47.5,43,Nordex,N 43/600,Energistyrelsen
12/16/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,479,Svendborg,Gundestrup by,3b,590533.9,6106254,55.09475,10.41868,50,44,Vestas Wind Systems A/S,V 44,Energistyrelsen
12/16/96,Renewable energy,Wind,Onshore,0.55,,5.71E+17,,561,Esbjerg,Hedegård,2d,486474.5,6136454,55.3742,8.78657,41.5,37.3,Wind World,W 3700,Energistyrelsen
12/16/96,Renewable energy,Wind,Onshore,0.55,,5.71E+17,,561,Esbjerg,Hedegård,2d,486584.9,6136300,55.37282,8.78832,41.5,37.3,Wind World,W 3700,Energistyrelsen
12/16/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,Hovedgård,1a m.fl,502513.7,6285207,56.71091,9.04106,42,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/16/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,Hgd. Grinderslev,1t,501841.4,6282963,56.69075,9.03006,45,42,Wind World,W 4200-600 ,Energistyrelsen
12/16/96,Renewable energy,Wind,Onshore,0.55,,5.71E+17,,561,Esbjerg,Hedegård,2,486366.1,6136610,55.3756,8.78485,40,0.1,Wind World,W 3700,Energistyrelsen
12/17/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Vestervig,7h,459879.7,6294092,56.78901,8.34327,40,44,BONUS,600   - MK lV,Energistyrelsen
12/17/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Harres,1,483657.9,6101707,55.06188,8.74413,43.4,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/17/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Skærbæk,58,486467.2,6111744,55.15216,8.78764,40,38,Nordtank,NTK 600/43 ,Energistyrelsen
12/18/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,746,Skanderborg,Kalbygård,2a,546843.4,6222457,56.14485,9.75391,45,50,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/18/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,Rybjerg,4a,502224.7,6285277,56.71154,9.03634,45,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/18/96,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,787,Thisted,Kallerup,2be,473887,6307904,56.91408,8.57113,31.5,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
12/18/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,482,Langeland,"Bagenkop By, Magleby",5e,607925.3,6067198,54.74044,10.67644,45,42,Vestas Wind Systems A/S,V 42-600 ,Energistyrelsen
12/18/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,746,Skanderborg,Låsby,2æ,546698.2,6222591,56.14607,9.7516,45,50,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/18/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,779,Skive,Rybjerg,43a m.f,502281.9,6285060,56.70959,9.03727,42,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/19/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,707,Norddjurs,Fævejle Hgd. Lyngby,1c,607616.8,6250614,56.38788,10.74312,44,43,Nordtank,NTK 600/180/43-Nordtank,Energistyrelsen
12/19/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,Utterslev,10i,642679.1,6092060,54.95504,11.22816,45,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,561,Esbjerg,Veldbæk,13a,469714.5,6146309,55.462,8.52104,0.1,0.1,Ukendt,Ukendt-Ukendt,Energistyrelsen
12/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,751,Århus,"Vorre by, Skødstrup",4a,580369,6238875,56.28785,10.29834,38.4,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,561,Esbjerg,Veldbæk,5i,469983.1,6146202,55.46106,8.52529,44.5,0.1,Nordtank,"NTK 600/43-44,5",Energistyrelsen
12/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,561,Esbjerg,Veldbæk,5i,470095.8,6146029,55.45951,8.5271,0.1,0.1,Ukendt,Ukendt-Ukendt,Energistyrelsen
12/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,751,Århus,"Vorre by, Skødstrup",4a,580231.5,6238396,56.28357,10.29597,40,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,561,Esbjerg,Veldbæk,13a,469862.8,6146385,55.4627,8.52337,44.5,43,Nordtank,"NTK 600/43-44,5",Energistyrelsen
12/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,561,Esbjerg,Veldbæk,13a,469860.4,6146065,55.45982,8.52337,0.1,0.1,Ukendt,Ukendt-Ukendt,Energistyrelsen
12/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,707,Norddjurs,"Allerlev by, Lyngby",5e,607706.7,6250317,56.38519,10.74445,44.5,43,Nordtank,NTK 600/43 ,Energistyrelsen
12/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,746,Skanderborg,Låsby,2ø,546548.1,6222726,56.14729,9.74921,45,45,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,573,Varde,Kvong By,8n,466270.8,6179548,55.76044,8.46251,45,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/20/96,Renewable energy,Wind,Onshore,0.5,,5.71E+17,,360,Lolland,"Bogø Indd.,Kappel",1f,632540.3,6073260,54.789,11.06131,35,37.3,Wind World,W 3700-500 ,Energistyrelsen
12/20/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,707,Norddjurs,"Søby by, Søby",3k,607661.5,6250463,56.38651,10.74378,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/23/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Arrild,617,511275.3,6106923,55.10889,9.17674,40,43,NEG Micon,NM 1500-600/150  ,Energistyrelsen
12/23/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Mellerup,156,513058.1,6106152,55.10192,9.20465,46,43,Nordex,N 43/600,Energistyrelsen
12/23/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,706,Syddjurs,"Halling by, Halling",6g,572336.4,6245122,56.34526,10.17032,44.5,43,Nordtank,NTK 600/180/43-Nordtank,Energistyrelsen
12/23/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Mellerup,153,513024.5,6106381,55.10398,9.20414,46,43,Nordex,N 43/600,Energistyrelsen
12/23/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,Horslunde,18a,643323,6086868,54.90823,11.23562,35,44,BONUS,600   - MK lll,Energistyrelsen
12/30/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,665,Lemvig,"Den sydlige Del, Harboøre",155b,448882.6,6275326,56.61936,8.16701,46,44,BONUS,600   - MK lV,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Horsens By, Horsens",7d,562962,6328063,57.09161,10.03903,46,44,NEG Micon,NM 44/750,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2a,562888.3,6327909,57.09024,10.03777,46,44,NEG Micon,NM 44/750,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,851,Ålborg,"Sulsted by, Sulsted Sogn",8ga,554407.4,6342687,57.22406,9.90106,45,42.3,Wind World,W 4200-600 ,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Guldbæk by, Ø. Hornum sogn",6x,562815.2,6327756,57.08887,10.03653,46,44,NEG Micon,NM 44/750,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,846,Mariagerfjord,Høndrup by,1h,548932.1,6283147,56.68985,9.79887,46,44,Micon,M 1800-600,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vesterheden, Ø. Hassing",1d,562739.6,6327604,57.08752,10.03524,46,44,NEG Micon,NM 44/750,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Binderup by,4c,542558.8,6316386,56.98906,9.70038,53,44,Micon,M 44/750,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,851,Ålborg,"Tylstrup By, Ajstrup",3ao,554579.4,6343075,57.22752,9.904,45,42.3,Wind World,W 4200-600 ,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,851,Ålborg,"Tylstrup By, Ajstrup",19v,555229.1,6342490,57.22219,9.91463,45,42.3,Wind World,W 4200-600 ,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,851,Ålborg,"Holte By, Tolstrup",2a,555167.8,6342762,57.22464,9.91367,45,42.3,Wind World,W 4200-600 ,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,851,Ålborg,"Tylstrup By, Ajstrup",3ar,554995.9,6342374,57.22117,9.91074,45,42.3,Wind World,W 4200-600 ,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,851,Ålborg,Binderup by,5a,542210.5,6315779,56.98364,9.69455,52,44,Vestas Wind Systems A/S,V 44-600 ,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Aalborg markjorde,79y,562525.8,6327593,57.08745,10.03171,46,44,NEG Micon,NM 44/750,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Ersted By, Aarestrup",9l,562384.9,6327735,57.08874,10.02942,46,44,NEG Micon,NM 44/750,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Tårup by,4c,542652.4,6316140,56.98684,9.70188,53,44,Micon,M 44/750,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Binderup by,5d,542052.3,6316276,56.98812,9.69203,53,44,Micon,M 44/750,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Horsens By, Horsens",21p,562667.2,6327450,57.08615,10.03401,46,44,NEG Micon,NM 44/750,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,846,Mariagerfjord,Høndrup by,1i,549161,6283170,56.69003,9.80261,46,48,Micon,M 1800-600,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,851,Ålborg,"Tylstrup By, Ajstrup",18ck,554346.3,6342959,57.22651,9.90011,45,42.3,Wind World,W 4200-600 ,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,846,Mariagerfjord,Valsgård by,4cg,552276.1,6283061,56.68871,9.85344,46,44,Micon,M 44/750,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,846,Mariagerfjord,Valsgård by,4cf,552035.5,6283055,56.68868,9.84951,46,44,Micon,M 44/750,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,846,Mariagerfjord,Høndrup by,1m,549844,6283238,56.69057,9.81378,46,44,Micon,M 1800-600,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,851,Ålborg,"Tylstrup By, Ajstrup",17bx,554112.9,6342843,57.22549,9.89622,45,42.3,Wind World,W 4200-600 ,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,846,Mariagerfjord,Høndrup by,1l,549616.8,6283216,56.69039,9.81006,46,44,Micon,M 1800-600,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,846,Mariagerfjord,Høndrup by,1k,549389.1,6283193,56.69021,9.80634,46,48,Micon,M 1800-600,Energistyrelsen
12/31/96,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,851,Ålborg,"Tylstrup By, Ajstrup",17bi,554051.8,6343115,57.22794,9.89527,45,42.3,Wind World,W 4200-600 ,Energistyrelsen
1/1/97,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Mellerup,151,512818.8,6105708,55.09793,9.20088,46,43,Nordex,N 43/600,Energistyrelsen
1/1/97,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,665,Lemvig,"Hovedejerlavet, Fjaltring",26a,447095.8,6258492,56.46794,8.14132,40.4,44,NEG Micon,NM 1500-750/175  ,Energistyrelsen
1/1/97,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,851,Ålborg,"Tylstrup By, Ajstrup",3aq,554701.8,6342531,57.22262,9.9059,45,42.3,Wind World,W 4200-600 ,Energistyrelsen
1/1/97,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,Nordlige Del Velling,33e,457153.6,6213565,56.06534,8.31184,30,29,Vestas Wind Systems A/S,V 29-225 ,Energistyrelsen
1/1/97,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,665,Lemvig,"Hovedejerlavet, Fjaltring",39e,447399.1,6258259,56.46588,8.14629,40.4,44,NEG Micon,NM 1500-750/175  ,Energistyrelsen
1/1/97,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Mellerup,143,512683.8,6106627,55.1062,9.19881,46,43,Nordex,N 43/600,Energistyrelsen
1/1/97,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,665,Lemvig,"Hovedejerlavet, Fjaltring",41a,447182,6258287,56.4661,8.14276,40.4,44,NEG Micon,NM 1500-750/175  ,Energistyrelsen
1/2/97,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,791,Viborg,"Elsborg By, Elsborg",15a,529613.4,6244668,56.34578,9.47911,45,45,NEG Micon,NM 1800,Energistyrelsen
1/8/97,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,"Binnitse, Hillested",del 7af,657487,6068270,54.73699,11.44622,46.4,48,Micon,M 1800-600/150  ,Energistyrelsen
1/8/97,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,Hillested By Og Sogn,126g,657707.6,6068301,54.7372,11.44966,46.4,48,Micon,M 1800-600/150  ,Energistyrelsen
1/8/97,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,Hillested,126f,657595.6,6068465,54.7387,11.44801,45,48,Micon,M 1800-600/150  ,Energistyrelsen
1/8/97,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,Hillested By Og Sogn,del 2af,657482.3,6068630,54.74022,11.44634,45,48,Micon,M 1800-600/150  ,Energistyrelsen
1/8/97,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,Hillested By Og Sogn,11af126,657599.5,6068105,54.73547,11.44788,40,43,Micon,M 1500-600/150  ,Energistyrelsen
1/8/97,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,360,Lolland,"Maribo Markjorder, Hillested",19t,657373.8,6068435,54.7385,11.44455,46,48,Micon,M 1800-600/150  ,Energistyrelsen
1/9/97,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,376,Guldborgsund,"Alstrup By, Brarup",17a,679560.9,6084489,54.87517,11.79871,42,44,BONUS,600   - MK lll,Energistyrelsen
