commissioning_date,energy_source_level_1,energy_source_level_2,technology,electrical_capacity,dso,gsrn_id,postcode,municipality_code,municipality,address,address_number,utm_east,utm_north,lat,lon,hub_height,rotor_diameter,manufacturer,model,data_source
11/10/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,370,Næstved,Sandby Hvg Og Sogn,1a,673506.9,6139613,55.37211,11.73814,45,48,NEG Micon,NM 48/750,Energistyrelsen
11/13/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,316,Holbæk,"Nr. Jernløse By, Nr. Jernløse",10a,665214.1,6171295,55.65935,11.62631,40,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
11/13/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,316,Holbæk,"Nr. Jernløse By, Nr. Jernløse",10a,665192,6171149,55.65805,11.62587,40,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
11/13/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,316,Holbæk,"Nr. Jernløse By, Nr. Jernløse",10a,665169.1,6171003,55.65675,11.62542,40,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
11/13/00,Renewable energy,Wind,Onshore,0.8,,5.71E+17,,791,Viborg,Nøddelund By,9a,543080.5,6243515,56.33439,9.69678,50,50,Nordex,N 50/800,Energistyrelsen
11/13/00,Renewable energy,Wind,Onshore,1,,5.71E+17,,479,Svendborg,"Brudager By, Brudager",3e,608286.8,6108874,55.11472,10.69775,48,54.2,BONUS,NTK150XLR-BONUS,Energistyrelsen
11/13/00,Renewable energy,Wind,Onshore,1.5,,5.71E+17,,580,Aabenraa,Jyndevad,348,511198.3,6079961,54.8666,9.17448,60,64,NEG Micon,NM 1500/64,Energistyrelsen
11/14/00,Renewable energy,Wind,Onshore,1,,5.71E+17,,479,Svendborg,"Brudager By, Brudager",3e,608137.1,6109087,55.11667,10.69548,48,54.2,BONUS,NTK150XLR-BONUS,Energistyrelsen
11/15/00,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,479,Svendborg,"Egense By, Egense",8a,596773.5,6102120,55.05643,10.51502,45,44,BONUS,600   - MK lV,Energistyrelsen
11/15/00,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,479,Svendborg,"Egense By, Egense",7b,596872.3,6101790,55.05345,10.51645,45,44,BONUS,600   - MK lV,Energistyrelsen
11/16/00,Renewable energy,Wind,Onshore,1.5,,5.71E+17,,580,Aabenraa,Jyndevad,411,511478.1,6079838,54.86549,9.17884,60,64,NEG Micon,NM 1500/64,Energistyrelsen
11/16/00,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,787,Thisted,Nørtorp Ræhr,13a,478824.6,6329742,57.11051,8.65038,43.5,42,Wind World,W 4200-600 ,Energistyrelsen
11/17/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,820,Vesthimmerlands,V. Faldgårde,2e,518208.9,6304224,56.8814,9.2988,45,48,NEG Micon,NM 48/750,Energistyrelsen
11/17/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,820,Vesthimmerlands,V. Faldgårde,2e,518245.7,6304085,56.88015,9.29939,45,48,NEG Micon,NM 48/750,Energistyrelsen
11/17/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,820,Vesthimmerlands,V. Faldgårde,1a,518282.4,6303946,56.8789,9.29998,45,48,NEG Micon,NM 48/750,Energistyrelsen
11/17/00,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Bøgvad,133,500236,6091551,54.97088,9.00369,45,45,Wincon,W 600/45,Energistyrelsen
11/18/00,Renewable energy,Wind,Onshore,1.65,,5.71E+17,,661,Holstebro,"Østergård, Sir",1l,476476,6252097,56.41286,8.61874,67,66,Vestas Wind Systems A/S,"V 66 1,65 ",Energistyrelsen
11/20/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,846,Mariagerfjord,"Handest By, Glenstrup",4t,553583.9,6270184,56.57289,9.87212,50,48,NEG Micon,NM 48/750,Energistyrelsen
11/20/00,Renewable energy,Wind,Onshore,1.5,,5.71E+17,,580,Aabenraa,Jyndevad,308,511757.8,6079716,54.86439,9.18319,60,64,NEG Micon,NM 1500/64,Energistyrelsen
11/20/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,420,Assens,"Vedtofte By, Vedtofte",4f,565051.4,6128412,55.29782,10.02455,50,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
11/21/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,846,Mariagerfjord,"Handest by, Glenstrup",8e,553777.8,6269885,56.57018,9.87521,45,48,NEG Micon,NM 48/750,Energistyrelsen
11/21/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,510,Haderslev,Magstrup,19,524867.6,6127783,55.29584,9.39164,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
11/21/00,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,630,Vejle,"Østerhoved, Givskud",2a,517841.1,6187459,55.83236,9.28483,46,43,Nordex,N 43/600,Energistyrelsen
11/21/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,730,Randers,Alsvej Vindmøllelaug,8nb,564328.4,6254164,56.42764,10.043,44,52,NEG Micon,NM 52/900,Energistyrelsen
11/22/00,Renewable energy,Wind,Onshore,1.65,,5.71E+17,,661,Holstebro,"Østergård, Sir",1b,476447,6251787,56.41008,8.6183,67,66,Vestas Wind Systems A/S,"V 66 1,65 ",Energistyrelsen
11/22/00,Renewable energy,Wind,Onshore,1.65,,5.71E+17,,661,Holstebro,"Den mellemste Del, Sir",6a,476392.4,6251168,56.40451,8.61747,67,66,Vestas Wind Systems A/S,"V 66 1,65 ",Energistyrelsen
11/22/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,430,Faaborg-Midtfyn,"Rolfsted By, Rolfsted",69b,598362.1,6130485,55.31092,10.54974,50,48,NEG Micon,NM 48/750,Energistyrelsen
11/23/00,Renewable energy,Wind,Onshore,1.5,,5.71E+17,,580,Aabenraa,Jyndevad,187,512037.9,6079592,54.86327,9.18755,60,64,NEG Micon,NM 1500/64,Energistyrelsen
11/23/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,575,Vejen,Åstrup by,7a,488840.9,6159509,55.58142,8.82298,50,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
11/23/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,575,Vejen,Åstrup by,7a,488756.2,6160304,55.58857,8.82161,50,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
11/23/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,575,Vejen,Åstrup by,7a,488798.8,6159906,55.58499,8.8223,50,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
11/23/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,420,Assens,"Ørsbjerb By, Kerte",1a,564380.6,6133801,55.34633,10.01522,50,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
11/23/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,575,Vejen,Åstrup by,7a,488778.1,6160105,55.58678,8.82196,50,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
11/24/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,430,Faaborg-Midtfyn,Søby Søgård Nr. Søby,1ay,585910.1,6126797,55.28012,10.35249,50,48,NEG Micon,NM 750-200/48,Energistyrelsen
11/30/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,420,Assens,"Ørsbjerb By, Kerte",5e,564339.9,6134148,55.34945,10.01466,50,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
11/30/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,580,Aabenraa,Egvad,4a,515083.8,6107235,55.11159,9.23646,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/1/00,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,630,Vejle,"Gammelby, Ringive",1d,505153.8,6187536,55.83336,9.08228,60,62,BONUS,"1,3 MW",Energistyrelsen
12/1/00,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,630,Vejle,"Hesselbjerge, Thyregod by",4c,512913.5,6195943,55.90875,9.20657,60,60,Nordex,N 60/1300,Energistyrelsen
12/1/00,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,630,Vejle,"Gammelby, Ringive",8c,505226.5,6187011,55.82864,9.08343,60,62,BONUS,"1,3 MW",Energistyrelsen
12/1/00,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,630,Vejle,"Gammelby, Ringive",8b,505189.8,6187274,55.831,9.08285,60,62,BONUS,"1,3 MW",Energistyrelsen
12/1/00,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,630,Vejle,"Hindskov by, Thyregod",4d,513101.4,6196124,55.91037,9.20958,60,60,Nordex,N 60/1300,Energistyrelsen
12/1/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,820,Vesthimmerlands,Østergård,1ai,512375.3,6307211,56.90843,9.20322,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/1/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,820,Vesthimmerlands,Østergård,1ai,512270.8,6307479,56.91084,9.20151,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/1/00,Renewable energy,Wind,Onshore,1.3,,5.71E+17,,630,Vejle,"Kokborg by, Thyregod",12b,513288.9,6196306,55.912,9.21259,60,60,Nordex,N 60/1300,Energistyrelsen
12/1/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,820,Vesthimmerlands,Østergård,1ah,512322.8,6307345,56.90963,9.20236,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/1/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,420,Assens,Flemløse By,3a,568736.9,6123606,55.25414,10.08141,50,48,NEG Micon,NM 750-200/48,Energistyrelsen
12/5/00,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,376,Guldborgsund,Væggerløse,3a,685747.1,6062564,54.67613,11.88097,35,44,BONUS,600   - MK lV,Energistyrelsen
12/5/00,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,376,Guldborgsund,"Bruserup By, Væggerløse",4a,685679.6,6062148,54.67242,11.87966,35,44,BONUS,600   - MK lV,Energistyrelsen
12/5/00,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,376,Guldborgsund,"Marrebæk By, Væggerløse",3a,685783.8,6062792,54.67816,11.88169,35,44,BONUS,660   MK lV,Energistyrelsen
12/11/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,479,Svendborg,"Galdbjerg By, Galdbjerg",9h,607467.3,6114247,55.16316,10.68694,50,47,NEG Micon,NM 52/900,Energistyrelsen
12/11/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,479,Svendborg,"Ellerup By, gudbjerg",13a,607452.1,6114427,55.16478,10.68677,49,52,NEG Micon,NM 52/900,Energistyrelsen
12/11/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,766,Hedensted,"Gram By, Rårup",4a,555978.9,6182081,55.78113,9.89254,45,48,NEG Micon,NM 1500-750/175  ,Energistyrelsen
12/12/00,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,530,Billund,Juellingsholm Hgd,5a,491653.3,6188963,55.84613,8.8667,50,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
12/13/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,730,Randers,"Assentoft by, Essenbæk sogn",5a,570966.8,6254229,56.42727,10.15063,44,52.2,NEG Micon,NM 52/900 44,Energistyrelsen
12/13/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,730,Randers,"Assentoft by, Essenbæk sogn",4id,570819.3,6254328,56.42818,10.14827,44,52,NEG Micon,NM 52/900,Energistyrelsen
12/13/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,751,Århus,"Hårup by, Todbjerg",9c,576006.4,6239539,56.29454,10.22807,40,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/15/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,580,Aabenraa,Gejlå Holbøl,1,522549,6084016,54.90266,9.35165,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/15/00,Renewable energy,Wind,Onshore,0.6,,5.71E+17,,550,Tønder,Tyvse,9,492154.4,6096462,55.01495,8.87731,45,0.1,BONUS,MK lV,Energistyrelsen
12/15/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,479,Svendborg,"Ellerup By, Gudbjerg",13a,607434,6114605,55.16639,10.68655,49,52,NEG Micon,NM 52/900-200,Energistyrelsen
12/15/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,580,Aabenraa,Sågård Kliplev,32,530817.8,6089858,54.95471,9.48123,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/15/00,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,773,Morsø,Ø.Jølby,3a,482072.3,6298173,56.82705,8.70624,44,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
12/18/00,Renewable energy,Wind,Onshore,0.011,,5.71E+17,,661,Holstebro,,,458488,6241998,56.3209,8.32882,18,13,Gaia-Wind Ltd,Gaia 11  ,Energistyrelsen
12/19/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,320,Faxe,"St. Linde By, Hårlev",5a,703715.6,6135648,55.32494,12.21121,45,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
12/19/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,320,Faxe,"St. Linde By, Karise",5a,703657.9,6135449,55.32318,12.21016,45,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
12/19/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,320,Faxe,Tryggevælde Hvg. Hårlev,1a,703857.2,6135392,55.32258,12.21326,45,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
12/19/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,320,Faxe,Tryggevælde Hvg. Hårlev,1a,703913.8,6135591,55.32434,12.21429,45,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
12/19/00,Renewable energy,Wind,Onshore,0.8,,5.71E+17,,575,Vejen,Tornum,12,496390.2,6137806,55.38652,8.94302,46,50,Nordex,N 50/800,Energistyrelsen
12/20/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,219,Hillerød,"Borup By, Gørløse Sogn",2r,699582.8,6199489,55.8994,12.19242,44,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
12/20/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,580,Aabenraa,Gejlå,1,522798.7,6083990,54.90241,9.35554,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/20/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,766,Hedensted,"Merringgård Hovedgård, Korning",1h,542753.3,6187271,55.82911,9.6825,54,52,NEG Micon,NM 52/900 LM,Energistyrelsen
12/20/00,Renewable energy,Wind,Onshore,0.8,,5.71E+17,,791,Viborg,Nøddelund By,5a,542884.8,6243579,56.33498,9.69363,50,50,Nordex,N 50/800,Energistyrelsen
12/20/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,580,Aabenraa,Gejlå Holbøl,1,522565,6084205,54.90436,9.35192,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/20/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,766,Hedensted,"Merringgård Hovedgård, Korning",1a,542764.4,6187496,55.83113,9.68271,49,52,NEG Micon,NM 52/900 LM,Energistyrelsen
12/20/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,219,Hillerød,"Borup By, Gørløse Sogn",2t,699635.3,6199174,55.89655,12.19303,44,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,550,Tønder,Øster Gasse,7,490876.7,6110711,55.14297,8.85687,46,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,550,Tønder,Øster Gasse,7,491225,6110671,55.14262,8.86233,46,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,479,Svendborg,"Mullerup hgd., Gudbjerg",1k,601997,6112783,55.15117,10.60058,50,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,479,Svendborg,"Gudbjerg By, Gudbjerg",7a,606149.4,6112138,55.1445,10.66547,49,52,NEG Micon,NM 52/900,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,479,Svendborg,"Gudbjerg By, Gudbjerg",8a,605984.4,6112044,55.14369,10.66285,49,52,NEG Micon,NM 52/900,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,760,Ringkøbing-Skjern,Viumgård hgd,29k,464096,6185405,55.8129,8.42708,49,52,NEG Micon,NM 52/900-200,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,479,Svendborg,"Mullerup Hgd., Gudbjerg",1k,601817.2,6112905,55.1523,10.59781,50,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,370,Næstved,Fodby By Og Sogn,18a,671373.6,6123605,55.22917,11.69476,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,760,Ringkøbing-Skjern,Sønderdiger by,3g,464586.9,6184677,55.8064,8.43501,49,52,NEG Micon,NM 52/900-200,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,370,Næstved,"Klinteby By, Karrebæk",2a,663012.6,6119681,55.19677,11.56117,45,48,Micon,M 48/750,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,760,Ringkøbing-Skjern,Viumgård hgd,66b,464511.5,6185125,55.81042,8.43375,49,52,NEG Micon,NM 52/900-200,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,760,Ringkøbing-Skjern,Nørhede by,6a,464966.9,6184818,55.80769,8.44105,49,52,NEG Micon,NM 52/900-200,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,760,Ringkøbing-Skjern,Viumgård hgd,26a,463962.9,6185096,55.81012,8.425,49,52,NEG Micon,NM 52/900-200,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,370,Næstved,"Klinteby By, Karrebæk",2a,663378.2,6119577,55.19572,11.56685,45,48,Micon,M 48/750,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,370,Næstved,"Klinteby By, Karrebæk",2a,663195.4,6119630,55.19626,11.56401,45,48,Micon,M 48/750,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.9,,5.71E+17,,760,Ringkøbing-Skjern,Nørhede by,16c,464378.9,6184817,55.80764,8.43167,49,52,NEG Micon,NM 52/900-200,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Stavn by,51c,531127.1,6315783,56.98455,9.51219,42,44,NEG Micon,NM 750-175/44,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Stavn by,51c,531124.6,6315973,56.98626,9.51217,42,44,NEG Micon,NM 750-175/44,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,370,Næstved,Fodby By Og Sogn,18a,671378.7,6123785,55.23078,11.69495,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.8,,5.71E+17,,450,Nyborg,"Mullerup by, Flød",6l,604799.2,6140252,55.39732,10.65477,50,50,Nordex,N 50/800,Energistyrelsen
12/21/00,Renewable energy,Wind,Onshore,0.8,,5.71E+17,,450,Nyborg,"Mullerup by,Flød.",5m,604831.4,6140081,55.39578,10.65521,50,50,Nordex,N 50/800,Energistyrelsen
12/22/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,420,Assens,"Haarby By, Haarby",28a,569542.8,6119789,55.21974,10.09315,45.3,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/22/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,420,Assens,Hårby,27a,569397,6119598,55.21804,10.09081,45.3,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/22/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,329,Ringsted,"Ørslev Under Skoven, Gyrstinge",4a,672803.9,6150001,55.46559,11.7335,45,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
12/22/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,329,Ringsted,"Ørslev Under Skoven, Gyrstinge",4e,672694.1,6150168,55.46713,11.73187,45,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
12/22/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,219,Hillerød,"Borup By, Gørløse Sogn",2s,699609.1,6199332,55.89798,12.19272,44,47,Vestas Wind Systems A/S,V 47,Energistyrelsen
12/22/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,420,Assens,Hårby,28a,569304.5,6119819,55.22004,10.08941,45.3,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/22/00,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,621,Kolding,Sjølund by,2c,532363.1,6140709,55.41155,9.51117,44,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
12/23/00,Renewable energy,Wind,Onshore,0.66,,5.71E+17,,580,Aabenraa,Gejlå,19,522599,6084584,54.90776,9.35248,45,47,Vestas Wind Systems A/S,V 47-660 ,Energistyrelsen
12/27/00,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,779,Skive,"Tøndering By, Tøndering",10c,499649.1,6289037,56.74532,8.99426,50,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730566.6,6179027,55.70209,12.66963,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Onshore,0.85,,5.71E+17,,779,Skive,"Tøndering By, Tøndering",10a,499820.8,6288790,56.7431,8.99707,50,52,Vestas Wind Systems A/S,V 52-850 ,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730597.1,6178847,55.70046,12.66996,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730641.9,6176113,55.67593,12.66838,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730712.4,6177572,55.68897,12.67072,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730664.8,6178303,55.69555,12.67058,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730534.2,6179208,55.70373,12.66927,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730497.9,6179388,55.70536,12.66884,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,Offshore,730457.9,6179565,55.70697,12.66836,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730682.9,6178120,55.6939,12.67071,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730694.3,6177938,55.69226,12.67074,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730704.8,6177756,55.69063,12.67076,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730708.6,6177024,55.68406,12.6702,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730713.4,6177389,55.68733,12.67058,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730623.8,6178666,55.69883,12.67023,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730646.6,6178485,55.69719,12.67044,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730702.9,6176840,55.68242,12.66995,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730692.4,6176658,55.68079,12.66964,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730678.1,6176476,55.67916,12.66926,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730713.4,6177206,55.68569,12.67043,64,76,BONUS,2 MW,Energistyrelsen
12/27/00,Renewable energy,Wind,Offshore,2,,5.71E+17,,101,København,Uoplyst,hav,730662.8,6176294,55.67754,12.66886,64,76,BONUS,2 MW,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2bt,555557.6,6337797,57.18,9.91902,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2bm,555745.4,6337092,57.17364,9.92197,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2a,555862.6,6337870,57.18061,9.92408,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2a,555925.3,6337635,57.1785,9.92506,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Nyrup by,1m,541725.4,6319047,57.01304,9.68711,45,44,NEG Micon,NM 44/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2a,555987.7,6337399,57.17637,9.92604,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,"Vrå Hovedgård, Ajstrup",2a,556049.9,6337164,57.17425,9.92702,45,48,NEG Micon,NM 48/750,Energistyrelsen
12/28/00,Renewable energy,Wind,Onshore,0.75,,5.71E+17,,851,Ålborg,Nørholm by,30e,541763.1,6319268,57.01502,9.68777,45,44,NEG Micon,NM 44/750,Energistyrelsen
